time rsl_rate
20000 -0.000529302
19000 -0.000529302
18000 -0.00035628
17000 -0.00166195
16000 -0.003342958
15000 -0.008259165
14500 -0.004661625
14000 0.006391964
13500 0.012496281
13000 -0.004154929
12000 -0.003825188
11500 -0.002685009
11000 -0.001626934
10000 0.006452185
9000 0.002683708
8000 0.004147375
7000 0.003815579
6000 0.000127848
5000 -0.000355228
4000 -0.000582762
3000 -0.000521555
2000 -0.000595293
1000 -0.000764325
0 -0.000787602
